game_id,Date,Team,Team_type,Opp,Opp_type,Player,Pos,Active,MP,FG,FGA,FG%,3PM,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,DD,TD,Fpts
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Cooper Flagg,PG,1,14.93,4,10,0.4,0,4,0.0,0,0,0.0,0,1,1,2,1,0,1,1,8,3.9,-10,0,0,8.0
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Max Christie,SG,1,14.43,2,3,0.667,2,3,0.667,0,0,0.0,0,1,1,0,0,0,0,1,6,4.6,-10,0,0,5.0
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Naji Marshall,SF,1,10.88,1,3,0.333,0,2,0.0,1,2,0.5,0,4,4,2,0,0,0,0,3,3.5,0,0,0,7.5
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,P.J. Washington,PF,1,17.17,5,8,0.625,3,5,0.6,1,2,0.5,1,3,4,1,0,0,3,1,14,8.9,-14,0,0,10.5
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Klay Thompson,SF,1,9.62,2,7,0.286,1,5,0.2,0,0,0.0,1,0,1,0,0,1,0,0,5,2.3,-4,0,0,6.0
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Brandon Williams,PG,1,13.47,0,5,0.0,0,3,0.0,0,0,0.0,0,1,1,5,0,1,5,1,0,-4.4,-13,0,0,3.0
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Jaden Hardy,SG,1,10.53,4,6,0.667,3,4,0.75,0,0,0.0,0,1,1,0,0,0,1,0,11,7.7,-1,0,0,7.0
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Dwight Powell,C,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Caleb Martin,SF,1,5.02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,-4,0,0,0.0
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Daniel Gafford,C,1,14.63,1,1,1.0,0,0,0.0,0,0,0.0,1,2,3,1,2,0,2,1,2,3.3,-10,0,0,7.0
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Dereck Lively II,C,1,4.65,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,2,0,0,0,1,0,1.7,-5,0,0,3.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Trey Murphy III,SF,1,17.95,4,6,0.667,1,3,0.333,6,6,1.0,0,1,1,0,3,1,0,2,15,15.6,+13,0,0,17.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Jeremiah Fears,PG,1,17.72,5,6,0.833,3,3,1.0,0,2,0.0,0,4,4,1,3,0,3,0,13,11.9,+7,0,0,16.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Saddiq Bey,SF,1,9.95,2,6,0.333,0,2,0.0,0,0,0.0,0,2,2,1,1,0,0,1,4,2.5,+3,0,0,7.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Derik Queen,C,1,15.78,3,6,0.5,0,0,0.0,2,3,0.667,2,2,4,8,1,0,1,0,8,12.2,+14,0,0,17.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Herbert Jones,SF,1,15.68,2,6,0.333,1,3,0.333,0,0,0.0,1,4,5,2,0,0,1,1,5,3.5,+6,0,0,9.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Jose Alvarado,PG,1,8.38,1,2,0.5,1,2,0.5,0,0,0.0,0,2,2,3,0,0,0,1,3,4.3,+8,0,0,7.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Jordan Hawkins,SG,1,6.22,1,4,0.25,1,2,0.5,0,0,0.0,0,0,0,0,0,0,1,0,3,-0.4,+7,0,0,1.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Micah Peavy,SG,1,6.12,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,2,1.2,+1,0,0,4.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Yves Missi,C,1,8.15,1,3,0.333,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,2,1.7,0,0,0,3.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Kevon Looney,C,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Zion Williamson,PF,1,14.05,4,5,0.8,0,0,0.0,0,0,0.0,1,1,2,2,0,0,1,0,8,7.5,+11,0,0,7.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,DeAndre Jordan,C,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251121_NOP_DAL,11/21/2025,DAL,Home,NOP,Away,Moussa Cisse,,1,4.67,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,1,0,0,0,0,0,1.6,+1,0,0,4.0
20251121_NOP_DAL,11/21/2025,NOP,Away,DAL,Home,Bryce McGowens,,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
